time (unix)	dt (s)	p (Pa)
1616569967.350	1.609	2972.478
1616569997.351	1.609	2974.612
1616570027.348	1.609	2976.565
1616570057.352	1.611	2978.652
1616570087.347	1.609	2981.043
1616570117.349	1.609	2982.938
1616570147.352	1.611	2984.575
1616570177.348	1.608	2988.093
1616570207.348	1.609	2989.807
1616570237.349	1.609	2991.718
1616570267.350	1.611	2993.283
1616570297.351	1.612	2993.877
1616570327.352	1.610	2995.920
1616570357.345	1.608	2996.923
1616570387.353	1.615	2998.408
1616570417.354	1.611	3000.872
1616570447.353	1.612	3002.230
1616570477.352	1.611	3002.417
1616570507.351	1.611	3003.717
1616570537.348	1.609	3004.132
1616570567.351	1.612	3004.413
1616570597.351	1.612	3005.532
1616570627.350	1.609	3007.430
1616570657.351	1.611	3008.478
1616570687.354	1.613	3009.582
1616570717.351	1.613	3010.110
1616570747.353	1.609	3010.610
1616570777.352	1.611	3012.383
1616570807.347	1.607	3013.233
1616570837.350	1.609	3013.855
1616570867.351	1.609	3014.758
1616570897.350	1.609	3015.428
1616570927.350	1.609	3015.283
1616570957.349	1.609	3015.375
1616570987.352	1.612	3016.293
1616571017.349	1.609	3017.878
1616571047.350	1.611	3017.873
1616571077.350	1.609	3018.542
1616571107.348	1.608	3019.343
1616571137.352	1.612	3019.670
1616571167.349	1.608	3021.075
1616571197.349	1.608	3020.988
1616571227.354	1.615	3020.927
1616571257.351	1.611	3021.037
1616571287.351	1.608	3021.083
1616571317.349	1.609	3021.280
1616571347.355	1.615	3021.612
1616571377.348	1.607	3021.670
1616571407.349	1.608	3023.210
1616571437.348	1.607	3024.382
1616571467.353	1.611	3024.352
1616571497.348	1.608	3024.402
1616571527.352	1.613	3025.312
1616571557.350	1.609	3025.348
1616571587.350	1.608	3026.127
1616571617.350	1.612	3026.190
1616571647.346	1.607	3026.677
1616571677.350	1.612	3026.323
1616571707.350	1.611	3026.303
1616571737.350	1.607	3026.435
1616571767.352	1.613	3026.472
1616571797.349	1.611	3027.073
1616571827.350	1.612	3027.050
1616571857.350	1.608	3027.480
1616571887.345	1.606	3027.153
1616571917.349	1.610	3027.373
1616571947.346	1.608	3027.673
1616571977.349	1.608	3027.672
1616572007.349	1.611	3027.755
1616572037.346	1.607	3028.257
1616572067.351	1.614	3029.363
1616572097.349	1.608	3028.777
1616572127.347	1.610	3028.665
1616572157.353	1.611	3029.097
1616572187.351	1.608	3028.803
1616572217.351	1.612	3029.082
1616572247.346	1.608	3029.340
1616572277.353	1.611	3029.618
1616572307.351	1.613	3029.478
1616572337.346	1.607	3030.118
1616572367.351	1.609	3030.440
1616572397.352	1.612	3030.762
1616572427.350	1.609	3031.340
1616572457.350	1.611	3031.513
1616572487.348	1.607	3031.962
1616572517.348	1.609	3031.995
1616572547.353	1.609	3032.158
1616572577.351	1.612	3030.770
1616572607.349	1.608	3031.175
1616572637.347	1.607	3031.508
1616572667.351	1.611	3032.475
1616572697.352	1.611	3032.340
1616572727.345	1.607	3031.425
1616572757.352	1.612	3031.597
1616572787.355	1.612	3031.593
1616572817.352	1.612	3031.372
1616572847.351	1.609	3029.377
1616572877.350	1.610	3028.633
1616572907.353	1.610	3029.202
1616572937.351	1.606	3029.843
1616572967.354	1.614	3029.095
1616572997.349	1.608	3028.913
1616573027.353	1.612	3028.995
1616573057.350	1.607	3028.242
1616573087.349	1.611	3027.230
1616573117.356	1.613	3026.465
1616573147.347	1.606	3024.890
1616573177.355	1.610	3023.415
1616573207.350	1.607	3022.070
1616573237.352	1.611	3020.253
1616573267.348	1.610	3017.703
1616573297.353	1.611	3015.745
1616573327.351	1.610	3013.277
1616573357.348	1.607	3010.833
1616573387.354	1.613	3007.625
1616573417.351	1.611	3005.052
1616573447.354	1.610	3001.572
1616573477.350	1.611	2997.718
1616573507.354	1.610	2994.313
1616573537.353	1.613	2991.830
1616573567.348	1.609	2988.455
1616573597.353	1.613	2984.818
1616573627.352	1.607	2980.493
1616573657.352	1.610	2976.070
1616573687.351	1.611	2972.043
1616573717.351	1.609	2967.978
1616573747.352	1.611	2963.405
1616573777.352	1.609	2959.675
1616573807.351	1.610	2955.302
1616573837.352	1.610	2951.152
1616573867.348	1.606	2946.003
1616573897.354	1.610	2941.547
1616573927.351	1.609	2936.492
1616573957.349	1.609	2931.073
1616573987.350	1.610	2925.807
1616574017.350	1.607	2921.433
1616574047.355	1.613	2916.313
1616574077.347	1.607	2910.820
1616574107.356	1.613	2906.025
1616574137.351	1.607	2900.172
1616574167.352	1.612	2895.493
1616574197.352	1.609	2891.188
1616574227.352	1.613	2885.085
1616574257.353	1.610	2879.807
1616574287.354	1.609	2874.452
1616574317.351	1.607	2868.692
1616574347.355	1.614	2863.703
1616574377.350	1.609	2858.157
1616574407.351	1.611	2852.358
1616574437.353	1.611	2845.825
1616574467.355	1.609	2839.855
1616574497.353	1.613	2834.030
1616574527.350	1.609	2828.988
1616574557.349	1.610	2823.033
1616574587.350	1.609	2816.975
1616574617.351	1.611	2810.620
1616574647.353	1.613	2804.513
1616574677.351	1.610	2798.465
1616574707.353	1.613	2793.217
1616574737.350	1.609	2786.623
1616574767.353	1.612	2780.343
1616574797.352	1.610	2773.877
1616574827.354	1.613	2767.922
1616574857.348	1.609	2762.393
1616574887.352	1.611	2756.493
1616574917.352	1.612	2750.792
1616574947.354	1.613	2744.457
1616574977.355	1.613	2737.847
1616575007.347	1.606	2732.275
1616575037.351	1.610	2726.278
1616575067.349	1.610	2719.998
1616575097.349	1.607	2713.505
1616575127.354	1.610	2707.158
1616575157.355	1.614	2701.175
1616575187.351	1.609	2695.362
1616575217.356	1.610	2689.365
1616575247.350	1.610	2682.423
1616575277.351	1.609	2676.147
1616575307.354	1.613	2669.802
1616575337.356	1.613	2662.987
1616575367.349	1.609	2656.813
1616575397.350	1.612	2650.457
1616575427.357	1.613	2644.328
1616575457.352	1.609	2638.032
1616575487.350	1.612	2631.205
1616575517.352	1.612	2624.877
1616575547.348	1.607	2618.673
1616575577.354	1.611	2612.680
1616575607.355	1.614	2606.472
1616575637.346	1.606	2600.425
1616575667.352	1.609	2594.042
1616575697.347	1.610	2586.952
1616575727.351	1.610	2580.212
1616575757.352	1.610	2574.428
1616575787.353	1.613	2567.823
1616575817.351	1.609	2561.452
1616575847.352	1.609	2555.338
1616575877.353	1.613	2549.887
1616575907.349	1.608	2543.462
1616575937.347	1.607	2536.690
1616575967.352	1.613	2529.787
1616575997.356	1.613	2523.328
1616576027.349	1.610	2517.020
1616576057.354	1.614	2510.863
1616576087.349	1.607	2504.823
1616576117.356	1.613	2498.770
1616576147.353	1.613	2491.887
1616576177.352	1.612	2485.377
1616576207.350	1.607	2479.145
1616576237.348	1.607	2472.162
1616576267.351	1.610	2465.558
1616576297.352	1.610	2459.533
1616576327.354	1.609	2453.103
1616576357.351	1.611	2446.660
1616576387.351	1.609	2440.418
1616576417.351	1.609	2433.465
1616576447.352	1.613	2426.908
1616576477.357	1.613	2420.467
1616576507.356	1.613	2414.342
1616576537.351	1.610	2408.372
1616576567.352	1.613	2401.588
1616576597.351	1.611	2394.455
1616576627.350	1.607	2388.020
1616576657.349	1.610	2381.877
1616576687.357	1.613	2375.525
1616576717.353	1.611	2369.297
1616576747.354	1.613	2363.565
1616576777.351	1.610	2356.320
1616576807.354	1.612	2349.688
1616576837.356	1.611	2343.378
1616576867.349	1.609	2336.717
1616576897.349	1.607	2330.253
1616576927.349	1.608	2324.115
1616576957.354	1.611	2317.895
1616576987.347	1.606	2311.570
1616577017.357	1.613	2305.238
1616577047.351	1.610	2298.165
1616577077.347	1.607	2291.840
1616577107.353	1.613	2285.465
1616577137.351	1.609	2280.065
1616577167.352	1.612	2273.473
1616577197.354	1.610	2266.993
1616577227.351	1.609	2260.242
1616577257.356	1.612	2253.737
1616577287.350	1.609	2247.118
1616577317.355	1.613	2240.450
1616577347.350	1.607	2234.217
1616577377.354	1.613	2228.408
1616577407.353	1.613	2222.133
1616577437.347	1.607	2215.242
1616577467.352	1.612	2208.333
1616577497.356	1.613	2201.332
1616577527.350	1.611	2194.925
1616577557.347	1.606	2188.665
1616577587.355	1.613	2182.720
1616577617.350	1.612	2176.582
1616577647.349	1.610	2169.902
1616577677.349	1.609	2162.653
1616577707.350	1.612	2156.782
1616577737.347	1.608	2150.408
1616577767.351	1.610	2144.067
1616577797.350	1.608	2137.423
1616577827.350	1.610	2131.215
1616577857.351	1.610	2125.248
1616577887.347	1.609	2118.222
1616577917.352	1.613	2112.237
1616577947.346	1.607	2105.957
1616577977.351	1.610	2099.318
1616578007.352	1.613	2092.727
1616578037.350	1.611	2085.867
1616578067.349	1.609	2079.682
1616578097.349	1.610	2073.215
1616578127.354	1.613	2066.392
1616578157.351	1.609	2060.318
1616578187.351	1.612	2053.747
1616578217.351	1.612	2046.858
1616578247.347	1.608	2040.503
1616578277.353	1.610	2033.955
1616578307.351	1.612	2028.128
1616578337.347	1.607	2021.165
1616578367.352	1.612	2014.407
1616578397.354	1.610	2008.448
1616578427.346	1.606	2001.735
1616578457.350	1.610	1994.913
1616578487.352	1.613	1988.665
1616578517.350	1.609	1981.705
1616578547.351	1.612	1975.053
1616578577.348	1.610	1968.900
1616578607.347	1.608	1962.023
1616578637.352	1.612	1955.430
1616578667.348	1.607	1948.610
1616578697.347	1.607	1942.578
1616578727.354	1.612	1936.592
1616578757.350	1.610	1929.620
1616578787.347	1.606	1923.077
1616578817.354	1.613	1916.382
1616578847.353	1.610	1909.927
1616578877.347	1.607	1903.812
1616578907.349	1.608	1897.317
1616578937.352	1.609	1890.812
1616578967.352	1.609	1884.285
1616578997.352	1.613	1877.523
1616579027.347	1.606	1870.803
1616579056.045	1.611	1864.508
1616579083.681	1.614	1858.413
1616579113.679	1.615	1852.202
1616579143.674	1.608	1845.703
1616579173.674	1.609	1839.215
1616579203.675	1.610	1832.737
1616579233.671	1.609	1826.147
1616579263.678	1.612	1819.083
1616579293.671	1.608	1812.482
1616579323.674	1.607	1806.085
1616579353.674	1.612	1799.542
1616579383.674	1.607	1793.207
1616579413.674	1.609	1787.407
1616579443.677	1.610	1780.392
1616579473.675	1.610	1773.705
1616579503.673	1.608	1766.717
1616579533.681	1.612	1760.597
1616579563.672	1.609	1754.087
1616579593.672	1.608	1747.655
1616579623.671	1.606	1741.153
1616579653.671	1.607	1735.028
1616579683.679	1.614	1728.400
1616579713.672	1.608	1721.367
1616579743.680	1.610	1714.647
1616579773.672	1.607	1707.962
1616579803.676	1.612	1701.428
1616579833.678	1.612	1695.370
1616579863.678	1.608	1688.872
1616579893.677	1.613	1682.807
1616579923.679	1.614	1675.932
1616579953.673	1.609	1669.162
1616579983.679	1.612	1662.752
1616580013.673	1.609	1656.153
1616580043.674	1.608	1649.418
1616580073.675	1.612	1643.072
1616580103.676	1.608	1636.785
1616580133.675	1.607	1630.310
1616580163.676	1.611	1623.460
1616580193.676	1.609	1616.740
1616580223.678	1.612	1610.205
1616580253.678	1.613	1603.567
1616580283.674	1.607	1597.080
1616580313.679	1.613	1591.370
1616580343.674	1.609	1584.798
1616580373.670	1.607	1578.623
1616580403.675	1.612	1571.860
1616580433.674	1.608	1564.885
1616580463.674	1.609	1558.383
1616580493.677	1.613	1551.882
1616580523.672	1.606	1545.233
1616580553.675	1.608	1538.942
1616580583.677	1.612	1532.367
1616580613.676	1.608	1525.790
1616580643.680	1.613	1519.382
1616580673.677	1.609	1512.710
1616580703.678	1.612	1506.305
1616580733.672	1.607	1499.738
1616580763.676	1.610	1492.940
1616580793.677	1.613	1486.170
1616580823.676	1.611	1479.760
1616580853.672	1.608	1473.567
1616580883.679	1.615	1467.035
1616580913.673	1.608	1459.900
1616580943.674	1.610	1453.410
1616580973.672	1.608	1447.348
1616581003.674	1.610	1440.960
1616581033.671	1.609	1434.450
1616581063.678	1.613	1428.102
1616581093.674	1.610	1421.435
1616581123.674	1.609	1414.733
1616581153.678	1.613	1407.557
1616581183.674	1.608	1401.158
1616581213.675	1.609	1394.717
1616581243.676	1.612	1388.170
1616581273.671	1.606	1382.012
1616581303.679	1.612	1375.370
1616581333.671	1.606	1368.772
1616581363.676	1.613	1362.143
1616581393.671	1.607	1355.692
1616581423.675	1.610	1349.215
1616581453.678	1.612	1342.610
1616581483.672	1.607	1335.827
1616581513.674	1.612	1329.378
1616581543.674	1.607	1323.600
1616581573.675	1.609	1317.330
1616581603.674	1.610	1311.423
1616581633.678	1.612	1305.438
1616581663.671	1.608	1299.897
1616581693.678	1.610	1294.138
1616581723.670	1.607	1289.133
1616581753.677	1.612	1284.290
1616581783.676	1.608	1279.428
1616581813.671	1.606	1274.750
1616581843.675	1.612	1270.215
1616581873.674	1.608	1265.733
1616581903.672	1.610	1261.477
1616581933.675	1.609	1257.572
1616581963.675	1.609	1253.375
1616581993.672	1.611	1249.683
1616582023.672	1.610	1246.272
1616582053.671	1.608	1242.518
1616582083.674	1.610	1239.275
1616582113.675	1.612	1236.315
1616582143.675	1.609	1233.195
1616582173.675	1.612	1230.180
1616582203.675	1.609	1227.542
1616582233.678	1.611	1225.267
1616582263.672	1.608	1222.663
1616582293.676	1.610	1219.968
1616582323.679	1.612	1218.025
1616582353.675	1.608	1215.788
1616582383.672	1.609	1213.923
1616582413.673	1.610	1211.707
1616582443.677	1.609	1209.492
1616582473.675	1.609	1207.647
1616582503.676	1.612	1205.977
1616582533.674	1.606	1204.462
1616582563.675	1.611	1202.918
1616582593.670	1.608	1201.090
1616582623.677	1.612	1199.567
1616582653.674	1.608	1198.165
1616582683.678	1.612	1196.882
1616582713.677	1.614	1195.807
1616582743.677	1.613	1194.653
1616582773.672	1.608	1193.578
1616582803.674	1.609	1192.425
1616582833.674	1.608	1191.035
1616582863.677	1.613	1189.940
1616582893.676	1.609	1189.028
1616582923.677	1.612	1188.112
1616582953.674	1.609	1187.067
1616582983.672	1.607	1186.213
1616583013.674	1.612	1185.485
1616583043.678	1.610	1184.895
1616583073.672	1.608	1184.322
1616583103.687	1.611	1183.807
1616583133.670	1.607	1183.125
1616583163.678	1.613	1182.480
1616583193.676	1.609	1181.800
1616583223.674	1.609	1181.023
1616583253.675	1.609	1180.202
1616583283.672	1.608	1179.618
1616583313.676	1.611	1179.195
1616583343.673	1.609	1178.743
1616583373.673	1.608	1178.537
1616583403.676	1.609	1178.143
1616583433.673	1.611	1177.827
1616583463.676	1.612	1177.448
1616583493.677	1.611	1177.110
1616583523.672	1.609	1176.645
1616583553.675	1.611	1176.420
1616583583.672	1.608	1176.093
1616583613.676	1.610	1175.915
1616583643.677	1.609	1175.553
1616583673.674	1.611	1175.280
1616583703.675	1.614	1175.143
1616583733.677	1.609	1174.840
1616583763.672	1.611	1174.530
1616583793.674	1.609	1174.222
1616583823.675	1.611	1174.092
1616583853.675	1.609	1173.818
1616583883.673	1.609	1173.710
1616583913.680	1.612	1173.717
1616583943.678	1.613	1173.370
1616583973.676	1.609	1173.302
1616584003.675	1.611	1173.163
1616584033.677	1.609	1173.027
1616584063.674	1.610	1172.953
1616584093.671	1.609	1172.637
1616584123.677	1.614	1172.510
1616584153.671	1.608	1172.452
1616584183.674	1.609	1172.412
1616584213.673	1.607	1172.215
1616584243.674	1.609	1172.098
1616584273.677	1.613	1171.940
1616584303.674	1.609	1172.000
1616584333.673	1.608	1171.700
1616584363.677	1.612	1171.720
1616584393.674	1.609	1171.665
1616584423.675	1.614	1171.680
1616584453.674	1.608	1171.558
1616584483.677	1.610	1171.367
1616584513.675	1.609	1171.312
1616584543.679	1.610	1171.293
1616584573.673	1.609	1171.282
1616584603.679	1.610	1171.062
1616584633.677	1.609	1170.965
1616584663.673	1.609	1170.887
1616584693.675	1.608	1170.882
1616584723.677	1.612	1170.912
1616584753.677	1.609	1170.772
1616584783.674	1.609	1170.853
1616584813.677	1.613	1170.842
1616584843.677	1.609	1170.567
1616584873.674	1.608	1170.492
1616584903.674	1.609	1170.493
1616584933.674	1.612	1170.452
1616584963.674	1.607	1170.503
1616584993.672	1.610	1170.207
1616585023.674	1.609	1170.453
1616585053.677	1.610	1170.440
1616585083.671	1.608	1170.320
1616585113.671	1.609	1170.323
1616585143.674	1.608	1170.720
1616585173.671	1.607	1170.943
1616585203.679	1.613	1171.567
1616585233.676	1.609	1172.287
1616585263.675	1.609	1173.133
1616585293.672	1.609	1174.068
1616585323.677	1.612	1175.208
1616585353.675	1.611	1176.513
1616585383.677	1.611	1177.952
1616585413.679	1.614	1179.508
1616585443.673	1.608	1181.943
1616585473.674	1.609	1184.175
1616585503.675	1.612	1186.205
1616585533.675	1.610	1188.762
1616585563.675	1.610	1191.722
1616585593.675	1.611	1194.738
1616585623.676	1.613	1197.522
1616585653.674	1.609	1200.732
1616585683.674	1.609	1204.257
1616585713.673	1.610	1207.388
1616585743.674	1.609	1211.172
1616585773.679	1.614	1214.825
1616585803.673	1.608	1218.458
1616585833.677	1.612	1222.395
1616585863.674	1.609	1226.615
1616585893.675	1.612	1230.568
1616585923.674	1.608	1235.108
1616585953.674	1.612	1239.260
1616585983.677	1.610	1243.797
1616586013.674	1.609	1248.350
1616586043.676	1.612	1253.013
1616586073.671	1.608	1257.722
1616586103.678	1.612	1262.397
1616586133.671	1.606	1267.483
1616586163.675	1.612	1272.260
1616586193.673	1.609	1277.505
1616586223.675	1.611	1282.458
1616586253.674	1.610	1287.683
1616586283.675	1.609	1292.850
1616586313.674	1.611	1298.070
1616586343.677	1.609	1303.453
1616586373.675	1.610	1308.810
1616586403.675	1.610	1314.098
1616586433.672	1.608	1319.838
1616586463.674	1.609	1325.035
1616586493.676	1.611	1330.482
1616586523.673	1.609	1335.877
1616586553.673	1.609	1341.777
1616586583.672	1.611	1347.487
1616586613.673	1.611	1353.108
1616586643.674	1.609	1358.713
1616586673.672	1.610	1364.377
1616586703.678	1.612	1370.337
1616586733.674	1.609	1376.005
1616586763.673	1.611	1382.013
1616586793.673	1.609	1387.630
1616586823.672	1.608	1393.528
1616586853.674	1.608	1399.372
1616586883.679	1.613	1405.488
1616586913.672	1.606	1411.402
1616586943.673	1.612	1417.438
1616586973.674	1.608	1423.755
1616587003.675	1.612	1429.500
1616587033.674	1.608	1435.218
1616587063.675	1.608	1441.427
1616587093.674	1.612	1447.345
1616587123.678	1.612	1453.488
1616587153.672	1.606	1459.483
1616587183.675	1.611	1465.708
1616587213.675	1.608	1471.703
1616587243.675	1.608	1477.745
1616587273.678	1.615	1483.767
1616587303.671	1.608	1490.043
1616587333.677	1.613	1496.650
1616587363.678	1.611	1502.632
1616587393.675	1.609	1508.817
1616587423.672	1.609	1514.697
1616587453.675	1.610	1520.920
1616587483.672	1.606	1527.132
1616587513.672	1.609	1533.503
1616587543.673	1.611	1539.558
1616587573.674	1.611	1545.833
1616587603.670	1.608	1552.300
1616587633.673	1.608	1558.467
1616587663.678	1.615	1564.597
1616587693.675	1.608	1571.210
1616587723.677	1.611	1577.413
1616587753.676	1.609	1583.750
1616587783.674	1.608	1590.055
1616587813.670	1.607	1595.998
1616587843.679	1.612	1602.247
1616587873.672	1.609	1608.835
1616587903.678	1.611	1615.217
1616587933.672	1.608	1621.540
1616587963.676	1.615	1627.887
1616587993.669	1.606	1634.073
1616588023.675	1.610	1640.308
1616588053.677	1.613	1646.785
1616588083.674	1.610	1653.277
1616588113.677	1.611	1659.745
1616588143.674	1.611	1665.967
1616588173.675	1.609	1672.137
1616588203.676	1.613	1678.695
1616588233.675	1.608	1685.075
1616588263.677	1.612	1691.248
1616588293.674	1.609	1697.540
1616588323.676	1.612	1703.697
1616588353.671	1.606	1710.195
1616588383.678	1.613	1716.997
1616588413.682	1.613	1723.520
1616588443.673	1.612	1729.773
1616588473.675	1.609	1736.243
1616588503.676	1.611	1742.545
1616588533.678	1.614	1748.820
1616588563.675	1.609	1755.287
1616588593.675	1.611	1761.622
1616588623.676	1.612	1768.180
1616588653.675	1.608	1774.555
1616588683.674	1.609	1781.000
1616588713.675	1.609	1787.548
1616588743.673	1.609	1793.712
1616588773.677	1.612	1800.248
1616588803.675	1.609	1806.637
1616588833.675	1.609	1813.055
1616588863.675	1.612	1819.282
1616588893.676	1.609	1826.012
1616588923.677	1.611	1832.285
1616588953.675	1.612	1838.627
1616588983.676	1.609	1844.842
1616589013.671	1.609	1851.323
1616589043.678	1.612	1857.537
1616589073.678	1.609	1863.983
1616589103.675	1.612	1870.250
1616589133.672	1.607	1876.568
1616589163.674	1.612	1883.158
1616589193.673	1.606	1889.760
1616589223.676	1.612	1896.235
1616589253.671	1.609	1902.585
1616589283.674	1.611	1908.807
1616589313.674	1.608	1915.132
1616589343.675	1.609	1921.375
1616589373.677	1.613	1927.892
1616589403.671	1.608	1934.723
1616589433.675	1.612	1941.265
1616589463.671	1.606	1947.317
1616589493.673	1.611	1953.447
1616589523.676	1.609	1960.050
1616589553.675	1.612	1966.637
1616589583.675	1.611	1972.443
1616589613.672	1.608	1979.000
1616589643.680	1.613	1985.310
1616589673.682	1.614	1991.945
1616589703.672	1.609	1998.633
1616589733.676	1.609	2005.057
1616589763.672	1.607	2011.383
1616589793.678	1.612	2017.715
1616589823.676	1.612	2024.023
1616589853.673	1.611	2030.318
1616589883.675	1.610	2036.662
1616589913.676	1.608	2043.370
1616589943.678	1.614	2050.030
1616589973.672	1.608	2056.238
1616590003.677	1.612	2062.757
1616590033.675	1.609	2068.855
1616590063.675	1.612	2075.525
1616590093.676	1.611	2082.028
1616590123.673	1.609	2088.250
1616590153.676	1.612	2095.215
1616590183.672	1.608	2101.517
1616590213.675	1.611	2108.000
1616590243.673	1.608	2114.547
1616590273.675	1.608	2120.793
1616590303.671	1.609	2127.458
1616590333.673	1.608	2133.780
1616590363.674	1.611	2140.322
1616590393.676	1.611	2146.523
1616590423.677	1.610	2153.082
1616590453.674	1.611	2159.052
1616590483.672	1.609	2165.488
1616590513.672	1.608	2172.215
1616590543.677	1.609	2178.672
1616590573.674	1.609	2185.298
1616590603.676	1.611	2191.713
1616590633.676	1.610	2198.347
1616590663.674	1.608	2204.345
1616590693.673	1.612	2211.005
1616590723.670	1.606	2217.420
1616590753.677	1.613	2223.413
1616590783.671	1.608	2229.860
1616590813.675	1.609	2236.233
1616590843.674	1.611	2242.625
1616590873.673	1.608	2249.418
1616590903.672	1.611	2255.865
1616590933.678	1.611	2261.925
1616590963.675	1.612	2268.462
1616590993.670	1.607	2274.917
1616591023.676	1.612	2281.595
1616591053.673	1.611	2288.178
1616591083.678	1.611	2294.027
1616591113.675	1.609	2300.803
1616591143.672	1.610	2306.948
1616591173.675	1.612	2313.325
1616591203.678	1.609	2319.772
1616591233.675	1.609	2325.937
1616591263.677	1.612	2332.915
1616591293.674	1.609	2339.162
1616591323.674	1.612	2345.683
1616591353.678	1.611	2351.927
1616591383.674	1.609	2358.362
1616591413.677	1.612	2364.760
1616591443.674	1.608	2370.773
1616591473.677	1.611	2377.395
1616591503.674	1.610	2383.822
1616591533.675	1.614	2389.935
1616591563.674	1.609	2396.470
1616591593.677	1.613	2402.742
1616591623.673	1.611	2409.280
1616591653.675	1.612	2415.220
1616591683.676	1.611	2421.755
1616591713.677	1.613	2428.243
1616591743.677	1.609	2434.338
1616591773.675	1.609	2440.872
1616591803.675	1.613	2446.923
1616591833.673	1.608	2453.022
1616591863.677	1.612	2459.555
1616591893.678	1.610	2465.715
1616591923.674	1.610	2472.260
1616591953.672	1.609	2478.778
1616591983.679	1.613	2485.082
1616592013.674	1.610	2491.467
1616592043.682	1.612	2497.890
1616592073.674	1.609	2504.188
1616592103.678	1.610	2510.960
1616592133.675	1.609	2517.348
1616592163.679	1.613	2523.650
1616592193.674	1.610	2530.015
1616592223.676	1.610	2536.688
1616592253.681	1.613	2543.257
1616592283.673	1.609	2549.337
1616592313.678	1.613	2555.445
1616592343.680	1.612	2562.147
1616592373.678	1.613	2568.247
1616592403.677	1.610	2574.830
1616592433.677	1.610	2580.975
1616592463.675	1.610	2587.430
1616592493.679	1.615	2593.885
1616592523.675	1.607	2600.332
1616592553.679	1.613	2606.812
1616592583.680	1.612	2613.080
1616592613.677	1.611	2619.273
1616592643.680	1.610	2625.725
1616592673.679	1.613	2631.758
1616592703.676	1.609	2638.508
1616592733.678	1.612	2645.257
1616592763.674	1.609	2651.190
1616592793.677	1.610	2657.812
1616592823.675	1.610	2663.523
1616592853.679	1.610	2670.023
1616592883.683	1.613	2677.087
1616592913.673	1.609	2682.837
1616592943.677	1.613	2689.418
1616592973.675	1.610	2695.695
1616593003.680	1.610	2701.883
1616593033.676	1.610	2708.320
1616593063.671	1.607	2714.417
1616593093.677	1.610	2720.963
1616593123.678	1.610	2727.350
1616593153.674	1.610	2733.685
1616593183.680	1.611	2740.245
1616593213.674	1.607	2746.210
1616593243.678	1.613	2752.542
1616593273.674	1.609	2759.135
1616593303.676	1.612	2765.272
1616593333.674	1.610	2771.840
1616593363.679	1.610	2777.985
1616593393.677	1.611	2784.667
1616593423.677	1.612	2791.113
1616593453.677	1.610	2796.580
1616593483.679	1.614	2802.970
1616593513.673	1.609	2809.490
1616593543.677	1.610	2815.843
1616593573.678	1.612	2822.462
1616593603.678	1.612	2828.650
1616593633.678	1.612	2835.245
1616593663.683	1.614	2841.887
1616593693.676	1.610	2848.583
1616593723.675	1.610	2854.565
1616593753.676	1.612	2861.093
1616593783.676	1.609	2867.545
1616593813.678	1.612	2873.773
1616593843.681	1.611	2880.030
1616593873.675	1.609	2885.983
1616593903.677	1.610	2891.725
1616593933.675	1.609	2898.192
1616593963.674	1.609	2903.057
1616593993.680	1.613	2908.075
1616594023.674	1.609	2913.638
1616594053.678	1.614	2918.568
1616594083.673	1.608	2923.130
1616594113.675	1.609	2928.810
1616594143.675	1.609	2933.442
1616594173.678	1.613	2938.180
1616594203.677	1.610	2942.660
1616594233.677	1.613	2946.693
1616594263.675	1.609	2951.415
1616594293.678	1.611	2954.983
1616594323.678	1.613	2958.393
1616594353.679	1.610	2960.750
1616594383.678	1.611	2964.065
1616594413.676	1.607	2968.047
1616594443.680	1.614	2971.303
1616594473.675	1.609	2973.847
1616594503.674	1.612	2975.793
1616594533.678	1.609	2979.283
1616594563.676	1.612	2981.960
1616594593.678	1.609	2983.742
1616594623.674	1.609	2985.115
1616594653.678	1.613	2987.255
1616594683.675	1.609	2988.628
1616594713.677	1.610	2990.793
1616594743.681	1.612	2993.862
1616594773.678	1.612	2996.768
1616594803.674	1.608	2998.165
1616594833.679	1.613	2999.777
1616594863.683	1.614	3001.110
1616594893.678	1.610	3003.862
1616594923.672	1.610	3005.892
1616594953.678	1.611	3007.407
1616594983.675	1.609	3009.085
1616595013.675	1.607	3010.868
1616595043.673	1.610	3011.868
1616595073.678	1.611	3012.982
1616595103.676	1.609	3014.095
1616595133.682	1.613	3014.695
1616595163.680	1.613	3015.057
1616595193.672	1.606	3015.293
1616595223.679	1.610	3016.613
1616595253.674	1.608	3018.290
1616595283.678	1.612	3019.462
1616595313.678	1.610	3020.792
1616595343.673	1.610	3021.610
1616595373.674	1.609	3022.625
1616595403.680	1.613	3023.025
1616595433.681	1.612	3024.718
1616595463.680	1.613	3025.955
1616595493.678	1.612	3026.043
1616595523.678	1.610	3025.648
1616595553.678	1.612	3026.118
1616595583.676	1.611	3026.517
1616595613.674	1.609	3026.872
1616595643.675	1.609	3027.657
1616595673.680	1.613	3028.067
1616595703.679	1.610	3028.698
1616595733.675	1.609	3029.860
1616595763.675	1.610	3030.292
1616595793.675	1.611	3030.832
1616595823.674	1.609	3031.995
1616595853.678	1.613	3032.023
1616595883.679	1.611	3032.953
1616595913.675	1.609	3032.915
1616595943.678	1.612	3033.003
1616595973.675	1.609	3033.418
1616596003.675	1.611	3033.143
1616596033.678	1.610	3033.135
1616596063.680	1.610	3033.418
1616596093.679	1.612	3033.808
1616596123.681	1.614	3034.675
